Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images
 TOTO Pizza,"610 1 Ave NE, Calgary, AB T2E 0B6",(403) 265-1990,https://www.opentable.ca/r/toto-pizza-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Enjoyed our food great
Lenny","Pizzeria,Calgary","['https://s2.qwant.com/thumbr/474x355/f/5/3eefad9ee4d4f8bf8b49643e16517cb6318eb21352c71cbed21c56fba950e3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.90puNN_j6CAEHQG6UG4H0AHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/288x216/2/b/1a042389223b919f727b969e8b191ae3b5f364c482ee2acac36eda8121de37/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6pjYHmVSQt5FYUJGRcN74gAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x354/4/7/e24f8ae07ce7e465f073dc06403f6a9da47d3bfc4800925c50bcdf20133e92/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.qWy1_XP6ZcA8okhRTA4paQHaFi%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Bazille â Nordstrom Chinook Centre,"6455 Macleod Trail SW, Calgary, AB T2H 0K8",(587) 291-2010,https://www.opentable.ca/bazille-nordstrom-chinook-centre?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.5,"Great food, great service","Contemporary,American,Calgary","['https://s2.qwant.com/thumbr/474x474/6/f/d688c227cdb9374d21976ad20566f68043c683158995a563d04c1e2272a9c5/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.RYN7FWg593tRplF7we3yMwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/7/4b67860f20b4798f3a5c8bf7348b0b2bdbcc9659221847747fccb27b3b0137/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.2QpMCb95trGZNUQ8_tvilwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x632/d/4/28304557bb458c8b01086c6e1e1a08d0b35321e33504bd9e85838fb2fabb00/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.4bDCJp3ohn8S2FkeTthXoAHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Earls Kitchen + Bar - Barlow Trail - Calgary,"3030 23 St NE, Calgary, AB T2E 8R7",(403) 291-6700,https://www.opentable.ca/r/earls-kitchen-and-bar-barlow-trail-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.75,"It is understandable that your prices have gone up considerably.  In any case, the food and service was very good.","American,Calgary","['', '', '']"
 Fionn MacCool's - Calgary Beltline,"1249 11 Ave SW, Calgary, AB T3C 0M4",(587) 774-4411,https://www.opentable.ca/r/fionn-maccools-calgary-beltline-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,We joined Fionnâs for their St.Patrickâs Day celebration!  The atmosphere was alive and the staff were friendly and responsive.  The fish and chips were on point!   Looking forward to going again soon!,"Irish,Calgary","['https://s2.qwant.com/thumbr/474x355/6/9/a2cccd37648dd268096421f242a9a4efd9c07c8469f2ddaced236d6815538b/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.S6sk5OrCFFy0VoOfIZqnUQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/b/2/31c834e8774aedcfee54073d070f0860906e48d6ffe1fa37f6ac763f83c3e4/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.h3IT6f2ymYcR9qulFE6O8QHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/d/e/b6a0927d21b2312224500ed6ab9ebdb35681dee87bd05e180f60804c9b514b/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.bE1z1soPH90KpDcRCmMxzAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Banquet - University District,,,https://www.opentable.ca/r/the-banquet-university-district-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.5,"Staff were kind, knowledgeable and helpful. We stayed for the whole evening and felt welcomed the whole time! Can't wait to go back.","Gastro,Pub,Calgary","['https://s2.qwant.com/thumbr/474x317/5/b/5346e99b42b5523134a2f00269375acacf9baab5ba5da7d6127a10be014a5a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.wETGDE78HEy8fTLsiWt-nAHaE9%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/9/b/096756970bd3917e0990041bca517952cb738491b7ff2c7f5264d98799f873/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.SLnnmZ4QxzHOEX0ioWpDBQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/c/c/448cc306b24e1ba0cbb53b8ae93f100943b1e4251561a0904ea19d57b13923/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hWHjIu7Glv-xxMYimYG_CgHaE7%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Milestones Grill + Bar - Calgary - Market Mall,"3625 Shaganappi Trail NW, Calgary, AB T3A 0E2",(403) 247-3792,https://www.opentable.ca/r/milestones-grill-and-bar-calgary-market-mall-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,Hi everything was good thanks Renee the bartender was nice and polite and rest of the staff too,"Global,International,Calgary","['https://s1.qwant.com/thumbr/474x474/2/3/37ece1acaad3a94f20af8e894240b23e377cb40ae553bd3171730742bce9c7/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.mQYrTZ4wIaujQjGW5M3R7QHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/6/b0ad9a8c066e0d314ee1781b3d0542ab4847871a1bcf7a48e487f3817b2f15/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.NSp5u6FnRMLG0abqa7srbgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x379/5/3/00bef38c6ed901a00fd3d51d33fffd9ae88ae2efeae811dd297295d51170d9/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.LKy8RYlgiKb2lWSjvZjSEQHaF7%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Chop Steakhouse & Bar - Barlow,"33 Hopewell Way NE, Calgary, AB T3J 4V7",(403) 736-3333,https://www.opentable.ca/chop-steakhouse-and-bar-barlow?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.75,Great time! Thanks for a delicious meal. Would recommend the prime rib!,"Steakhouse,Calgary","['https://s1.qwant.com/thumbr/474x226/3/0/8004d72a5d7118b6c9b94e8385d7c62f63453cb356bd91bcf90bb5f0dcc456/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.yqgMsA8q7fyVwfXjbbRBdAHaDi%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/b/e/803c3d7d592557d9bf6664a6ee21e6342fd901cfd0fefbe585ed84dd7c4004/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.krv9A7HybY70zLKWoVXyDQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/5/e/dc072f31d4c48b2d7d43d21c0306c3b589af48ff7775c20cd0bac2ba30b4e1/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.LqVhdIZWGCiCR6RbGVWD7wHaEK%26pid%3DApi&q=0&b=1&p=0&a=0']"
 CattleBaron Steakhouse & Bar - Airport,"CattleBaron Steakhouse SE - Sundance Calgary, AB",,https://www.opentable.ca/r/cattlebaron-steakhouse-and-bar-airport-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.75,"The service was amazing , will definitely be back.","Steakhouse,Calgary","['https://s2.qwant.com/thumbr/474x266/5/8/a7123f8587abe2716f5021d7b291988c82ed56a5d5b3a16238e8c3435e92e6/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qPEbGJ_nYhPvCzY9sTawIAHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/c/7/0fe4ea9abcce66b4e613650fced3dc3d902024eeddc33e8066be1a1c2d5c62/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.P9qKRzh78VzIJ5oo-DdMZgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/9/9/ddd51edbe8d255ee8589d7ce68ed3aec27aad976ffd4161ced6bc96fa028f1/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Gapg9BKu4mhAWJI0RmsabwHaDt%26pid%3DApi&q=0&b=1&p=0&a=0']"
 LeVilla Restaurant,"404-1851 Sirocco Dr SW, Calgary, AB T3H 2Y3",(403) 217-9699,https://www.opentable.ca/levilla-restaurant?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.75,Excellent service and delicious food at reasonable prices.,"Steakhouse,Aspen,Strathcona,West,Springs","['https://s1.qwant.com/thumbr/474x354/2/d/d2aa08f81f0a83b145567bc1e6e3b68f8ac5466e26621190e1ecb7c33fcdeb/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.huVPjIYEMWk8x-1Rj6dxCwHaFi%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/208x208/2/8/eb4c32193fbb1511416e0210ebfdbb323a3c092b74fe3b4c13182da4e00ece/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.cf4dUgyLVWTMULi1QjhurQAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/320x320/8/4/0f71b5fef7a371f995b5bbec08a414d52a169fc3a2b53248b0541c0177bc0a/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.r_RlGMSKrd2VM3Vz-ks3YgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - University District,"3953 University Ave NW, Calgary, AB T3B 6K3",(587) 943-4470,https://www.opentable.ca/r/the-canadian-brewhouse-university-district-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,Beautiful outdoor patio overlooking the university district and downtown Calgary. Service is friendly and courteous. Food choices are good for pub atmosphere and reasonable choices for beers on tap.,"Sports,Bar,Calgary","['https://s1.qwant.com/thumbr/474x355/1/2/9a83616d404e1bdaa1f841957d73d4121bbcaba83abd872c25c9e464f99403/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.P_niyDQwenmcDjwYCcbwPQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x354/a/9/b203f5da7137309383b14ce5b9e0dcf680cd2cdf7ab9076b1ae7852ae94331/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.FObLAQU1kcJLEjZtpbrRNAHaFi%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/5/1/8fb7180944f5d18a35f429488d8e81659271a1e6422d045de73039154a4e04/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Sew8HE28bOOAefYJTsQ6ZgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Original Joe's - Marda Loop,"2047 34 Ave SW, Calgary, AB T2T 2C4",(403) 242-4040,https://www.opentable.ca/r/original-joes-marda-loop-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.8,0.5,Excellent food as always. Service was friendly and quick too!,"Burgers,Mission","['https://s2.qwant.com/thumbr/474x474/4/a/ff542e56ef0afb4bda5baa70a4926630c80f2292218bae7d1cdfbb707d4267/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.zWWbupI1Qw18XLYOo9tn5gHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/7/ab3302fc384d3b1d37d21e4363731b870b4284d31313c58fe6c5992f35c7a3/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.1dNvM_ymLnT473xzKabIyQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/d/7/2bece66e74db4d86cc14d293536898ea1d3698970654da134084dae8659d8d/th.jpg?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.pxkCTNYnQeUctEPKfGFXbQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Selkirk Grille - Heritage Park Historical Village,"Selkirk Grille - Heritage Park Historical Village restaurant - Calgary, AB",(403) 268-8607,https://www.opentable.ca/selkirk-grille-heritage-park-historical-village?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.75,"Wonderful ambiance, great service, food was amazing.","Canadian,Calgary","['https://s1.qwant.com/thumbr/474x474/3/5/58a764877c7082a42006128a49fcd0bb6e7acb7cd59208a108dd9f20b47ac6/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.QU75H6-1gr--vRP7KD4pPgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/208x208/e/8/54f6f508a2b0b1f9ee9e825e0516d9caab1e88d4325f69b8ddc6897ac34d6f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IvmvPVBlhBE_NLd2JvOYwQAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x517/1/2/d1e6e1093f25d352e0efd7c0ab69d3b4d1c51b244d0adeafa72969fe277f00/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP._ogHJR0sGTMR5CkgdtXzkwHaIF%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Moxies - Barlow,"29 Hopewell Way NE, Calgary, AB T3J 4V7",(403) 291-4636,https://www.opentable.ca/r/moxies-barlow-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.0,0.5,"This was a last-minute decision to eat here. Checked out OpenTable and Moxies was available. The atmosphere was great, food was delicious, and our server was perfect. Everything was good, and we will definitely be back!","Contemporary,American,Calgary","['https://s1.qwant.com/thumbr/474x248/9/f/46509ce89b3f3168e2200cdc32f15dcf5e43d2caa4fd6942f88fcb4d5ea4f3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.d8FGdE4aR2Kp0h7IeSgQNgHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x172/b/9/f552ecf393abe583247477245f9f502eeb063ea0127f909634ab6ae5c51eb2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.9CiQ7zwwU-6BH_74ssx-FwHaCs%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x172/2/8/cc56e6d45a9ce5d066cc9951b358cb233abee3a4b45efa39579ebf1eb24153/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Uk7XeBg6W--YgmtAjDlhVQHaCs%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Pasquales on MacLeod,"6806 Macleod Trail, Calgary, AB T2H 0L3",(403) 252-0553,https://www.opentable.ca/pasquales-on-macleod?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.3,0.5,"When I mark the lowest bar for noise level, I mean it is a quiet restaurant. This is a place that you can enjoy conversation at your table. Of course the food is excellent, always.","Italian,Calgary","['https://s2.qwant.com/thumbr/474x338/7/6/fbfaeb05e8885e2646c9d3951c69b331d6052a850fb5b81e6d271f3dee7b03/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.g8DFjl3-j5mXge8bmEXlvgHaFS%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/6/c3178fd50324e850312157179b1a2f07411b783cd9004cb7829252425ec9b3/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.6Ritt9ZbC7GhofsJwmLEIAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/d/1/4c462123a2330bb0fdccd2e15c7345f3c54142188f9b527f2c3519d67c9087/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.4aGznRtKFu0CWNxkJMbWdgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Buffo Ristorante,"Saks Fifth Avenue, CF Chinook Centre, 6455 Macleod Trail SW #2Y, Calgary, AB T2H 0K8",(403) 351-2316,https://www.opentable.ca/r/buffo-ristorante-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.5,Food is good.  Service was good.  A good restaurant choice for a shopping day at Chinook Centre.,"Contemporary,Italian,Calgary","['https://s2.qwant.com/thumbr/474x474/f/f/87f1f3ed72aa41af6819894b3ecfeb24a8bdd4afab900bf3d89df00e3094bb/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.DOsYnIeG3_z5NEab4gLYDwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x250/c/e/296d222a46477456330f901fd15240cd65c5020046053da5b759a6109a9a34/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.NdVVMz5G7pxwavQPsmDYNQHaD6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x250/7/7/a3d79a56306772f506f1e13f118dcfc4737d9b5dace8489e9baa893e25afad/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ABFWFSRKVghbx2WcM_807gHaD6%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Moxies - Deerfoot Meadows,"8001 11 St SE, Calgary, AB T2H 0B8",(403) 252-2483,https://www.opentable.ca/r/moxies-deerfoot-meadows-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.8,0.5,I had family visiting from California. They are gluten AND dairy free ð. Our server was SO patient  with all of their questions and special requirements.,"Contemporary,American,Calgary","['https://s1.qwant.com/thumbr/474x248/9/f/46509ce89b3f3168e2200cdc32f15dcf5e43d2caa4fd6942f88fcb4d5ea4f3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.d8FGdE4aR2Kp0h7IeSgQNgHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/e/c9fe175e4090f04bbf8194b38d1ab5771fb0107da263a263d253b05d14b35e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.K1NGH0bVHgjlB4oXXn3boAD6D6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x172/2/8/cc56e6d45a9ce5d066cc9951b358cb233abee3a4b45efa39579ebf1eb24153/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Uk7XeBg6W--YgmtAjDlhVQHaCs%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Northgate,"425 36 St NE, Calgary, AB T2A 6K3",(403) 351-0513,https://www.opentable.ca/r/the-canadian-brewhouse-northgate-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,"Amazing service, food, atmosphere . Love this place. Thank you so much for accommodating our hockey team . We all had a blast .","Sports,Bar,Calgary","['https://s2.qwant.com/thumbr/474x315/4/3/74e18c921900fd88608a2be6f2c4650d33000d0e8ad3d1ac8a020dc074edf6/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.N4PjjD4Kg25lkv2Mx0J_ygHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/5/f/63eeaa92f9832ea2181a6deb41df7680a84d001e17eaeb921cef135c830a96/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UW3w82FhNcSuqyYrVPO5uwHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x256/2/8/9f328f7c14cc458293ee994c7c35a2b2466c70dc8f55330dd03f730875c687/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QFXVEZgtpi2JA13NZzD_xgHaEA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Original Joe's - Deerfoot City,"971 64 Ave NE Building B Unit 205, Calgary, AB T2E 9B7",(403) 452-5341,https://www.opentable.ca/r/original-joes-deerfoot-city-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,1.0,0.5,The staff were great! We had 2 birthday boys who wanted to sit alone and they did great with serving 2 tables! Food was delicious and a great value. Will definitely return!,"Burgers,Calgary","['https://s1.qwant.com/thumbr/474x248/8/8/895ca19d8236de49ccdeefe5c3b34ad486d870d1fef021908d59b800d849d2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.0qmXE-K6dULPw4gQ5py89wHaD4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x208/3/5/41fae3f4de4d4b6d266615bb4f90f7a59b78873d9f5ace4c720a12c455fc38/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.s9NkyBFgd0WrjHktc-MN0wHaDQ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/4/a/825238b2166b741e8433ecb346be2fb9418bb2acf4dd0412e46a1ba44af0cd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.xAdnw7WsfPLFYnH8M_BtUQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Shark Club Sports Bar & Grill - Calgary North,,,https://www.opentable.ca/r/shark-club-sports-bar-and-grill-calgary-north-calgary?corrid=5099b57a-ad63-4d68-a558-83d2738b30e5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,"The kitchen got very backed up but it shouldnât affect drink orders. My friend ordered her Jack and Coke three times, each time it came back different than how she wanted it.","Burgers,Calgary","['https://s2.qwant.com/thumbr/474x409/e/b/83670cd3d62d71d1dbbf226fbd6d0dde64caecfba229948df7ac6b5cbd85bc/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LAzZsGQD2uJKaKlIb-AXAQHaGZ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/1/c/2bffddb83b12e74c10319feb183a8199e7028fd0306b635db8f51d0c558d08/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.jxkaPbNBeczpC4tlCZUDWQHaDt%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/a/b/97c97038a6ddcb09684f6e205f05c4228b891aeca216139cf50dd5061f276f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LJr45MBfuwX6v1QydI8MmAHaDt%26pid%3DApi&q=0&b=1&p=0&a=0']"
